城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
宝鸡,陕西,提取,住房装修提取,不支持,办法第四条住房消费提取6项不含普通装修；住房相关仅建造、翻建、大修自住住房，大修须提供政府主管部门出具的房屋大修证明或经鉴定为C级、D级的《房屋安全鉴定报告》及费用票据，自票据开具之日起六年内可提取，总额不超过实际支出。2026年7月有缴存人建议比照延安、汉中开放装修提取，中心回复已办结，但现行办法未改。,,
宝鸡,陕西,缴存-灵活就业,支持,,宝鸡市灵活就业人员住房公积金缴存使用管理办法,https://zfgjj.baoji.gov.cn/zzzb/bmwj/202603/t20260331_1258901.html,2026-03
宝鸡,陕西,缴存-缓缴,支持,缴存困难单位可申请降低缴存比例或缓缴,宝鸡市住房公积金降低缴存比例及缓缴办事指南,https://www.baoji.gov.cn/bmpd/bjszfgjjglzx/zwfw/gjjgj/202604/t20260424_1265870.html,2026-04
昆明,云南,贷款,单双职工额度差异,支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,首套二套额度差异,不支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,绿色建筑上浮,支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,二孩家庭上浮,支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,三孩家庭上浮,支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,人才青年上浮,支持,,https://www.km.gov.cn/c/2026-04-05/5069164.shtml,政府网站
昆明,云南,贷款,家庭共享额度代际互助,支持,,https://zfgjj.km.gov.cn/c/2024-09-12/4899670.shtml,政府网站
昆明,云南,贷款,商转公,支持,,https://zfgjj.km.gov.cn/c/2026-03-30/5067533.shtml,政府网站
昆明,云南,贷款,最长贷龄30年,支持,,https://zfgjj.km.gov.cn/c/2026-03-30/5067524.shtml,政府网站
昆明,云南,提取,购房一次性提取,支持,购买市内新建商品房、二手房、回迁房、经适房、法拍房均可提取，累计提取额不超过房价总额（二手房以契税发票为准），首次到网点、后续可线上办，2个工作日内办结。,,
昆明,云南,提取,租房提取限额,支持,市场租房月提取不超过月租金，上限每户每月1700元、全年累计不超20400元；租公租房廉租房按发票据实提取；持兴滇惠才卡、春城惠才卡人才上限3000元/月。,,
昆明,云南,提取,多孩租房上浮,支持,在1700元/月基准上上浮：二孩家庭上限1900元/月、全年22800元；三孩家庭2100元/月、全年25200元，首次须到柜面办理。,,
昆明,云南,提取,加装电梯提取,支持,2025年年报明确支持提取公积金用于自住住房加装电梯和更新电梯；市政府促消费措施亦明确支持提取用于城镇老旧小区既有住宅加装电梯。,,
昆明,云南,提取,车位购置提取,不支持,现行文件明确购买非自住住房（商业性质公寓、商铺用房、写字楼、车位、车库等）不得申请提取公积金，与不符合规划建设规定的房屋一并排除。,,
昆明,云南,提取,大病救助提取,有条件支持,须因重病大病造成家庭生活严重困难，并提交单位核实的提取证明及县级以上医院证明、医疗费票据等材料。 《管理规定》第十三条列明本人、配偶及直系亲属因重病大病造成家庭生活严重困难可申请提取，用于支付自住住房房租、住宅专项维修资金、物业费等；需单位核实出具提取证明。,,
昆明,云南,提取,既提又贷,有条件支持,提取与公积金贷款合计不得超过房价总额，累计现金提取须扣减贷款金额，且办理时无贷款逾期记录。 可先提取再申贷，云南省级文件明确全面支持“又提又贷”；但昆明涉公积金贷款的购房提取累计现金提取额＝房价总额－公积金贷款金额，该笔贷款未清前不再受理其他住房提取。,,
昆明,云南,提取,首付直付,支持,已落地“提取公积金支付商品房首付款一件事”，覆盖昆明全辖，购房人在售楼部一次线上签字授权即可，零跑动零材料、备案当日办结；2025年办理4215人5.63亿元。,,
昆明,云南,提取,代际互助,未确认,昆明现行购房提取人范围限申请人及其配偶、拥有房屋产权的共同买受人及其配偶，未检索到父母与子女互用提取额度或互作共同借款人的专门政策表述。,,
昆明,云南,提取,按月冲还商贷,未确认,公开渠道未能确认昆明是否支持商贷按月委托冲还。第三方渠道（如华律网）显示昆明偿还商贷为每年提取一次、委托扣划仅限公积金贷款，但未找到昆明公积金中心官方文件明确确认商贷按月冲还政策，故判定为未确认。,,
昆明,云南,提取,物业费提取,支持,昆明市住房公积金管理中心2016年10月公告：缴存职工每年可申请提取一次本人公积金支付物业管理费，每人每年不超2500元（余额不足2500元的须预留100元）。当年不提取视作放弃、不累计入下一年。条件：每年一次、无公积金贷款余额、账户非封存。可通过网上业务大厅、微信公众号、手机客户端自助办理，或委托单位批量办理，省直职工由省级中心办理。,,
昆明,云南,提取,住房装修提取,不支持,昆明市公积金中心《关于进一步改进服务优化流程加强住房公积金提取管理工作有关事项的通知》明确：不符合规划建设规定的房屋和购买非自住住房（如商业公寓、商铺、写字楼、车位、车库）以及房屋装修，不得申请提取公积金。现行仅可在昆明市行政区域内新建、翻建、大修自住住房提取，大修须提供规划、国土部门批准文件及材料明细发票或施工决算表。,,
昆明,云南,缴存-灵活就业,支持,,昆明市人民政府办公室《昆明市灵活就业人员参加住房公积金制度试点管理办法》（昆政办规〔2023〕2号，2023-11-10）及2026-07缴存指南,https://www.km.gov.cn/c/2023-11-13/4800985.shtml,2023-11
昆明,云南,缴存-缓缴,支持,,昆明市住房公积金管理中心《昆明市住房公积金缴存管理办法》（昆公积金规〔2020〕2号）第十七条至十九条,https://zfgjj.km.gov.cn/c/2020-12-31/4922652.shtml,2020-12
曲靖,云南,贷款,单双职工额度差异,支持,双缴存最高100万、单缴存最高70万,https://www.qjzfgjj.com/cms/dfzc/4227.jhtml,政府网站
曲靖,云南,贷款,首套二套额度差异,不支持,首套与二套最高额度相同、仅首付比例不同,https://www.qjzfgjj.com/cms/dfzc/4227.jhtml,政府网站
曲靖,云南,贷款,绿色建筑上浮,支持,购买绿色建筑贷款额度上浮30%,https://www.qjzfgjj.com/cms/ywzngjjdk/4833.jhtml,政府网站
曲靖,云南,贷款,二孩家庭上浮,支持,二孩家庭贷款额度上浮20%,https://www.qjzfgjj.com/cms/ywzngjjdk/4833.jhtml,政府网站
曲靖,云南,贷款,三孩家庭上浮,支持,三孩家庭贷款额度上浮30%,https://www.qjzfgjj.com/cms/ywzngjjdk/4833.jhtml,政府网站
曲靖,云南,贷款,人才青年上浮,未检索到,未检索到公开来源,,
曲靖,云南,贷款,家庭共享额度代际互助,支持,父母、子女可互相提取公积金支持购房,https://www.qjzfgjj.com/cms/gzdt/5280.jhtml,政府网站
曲靖,云南,贷款,商转公,支持,允许商业贷款转公积金贷款,https://www.qjzfgjj.com/cms/ywzngjjdk/4835.jhtml,政府网站
曲靖,云南,贷款,最长贷龄30年,支持,贷款期限最长30年,https://www.qjzfgjj.com/cms/xydt/4070.jhtml,政府网站
曲靖,云南,提取,购房一次性提取,支持,住房消费提取含购买、建造、翻建、大修自住住房，同一住房累计提取总额不超过实际支付费用；建造翻建大修按2000元/平方米认定提取上限；可线上小程序办理。,,
曲靖,云南,提取,租房提取限额,支持,本人及配偶在缴存地无自有产权住房且租房自住的，一个家庭一个自然年度提取总额不超30000元；持兴滇人才卡、珠源英才卡家庭不超45000元。,,
曲靖,云南,提取,多孩租房上浮,支持,多子女家庭在30000元/年限额上上浮：二孩上浮25%即年度不超37500元，三孩及以上上浮50%即年度不超45000元。,,
曲靖,云南,提取,加装电梯提取,支持,县级以上城市规划区内、具有合法权属证明的老旧小区改造加装电梯可提取，累计提取总额不超过扣除政府补贴后每户分摊费用。,,
曲靖,云南,提取,车位购置提取,不支持,提取办法第五条对住房消费提取采取列举式规定，仅四类情形，购买车位、车库未纳入可提取范围；市级措施仅在“促进产权车位（库）销售”层面提及，未开放公积金提取。,,
曲靖,云南,提取,大病救助提取,不支持,2019年版提取办法曾列“因重大疾病或自然灾害造成家庭生活严重困难”情形，自2024年7月1日新办法施行后该情形已不再列举，现行提取范围不含大病救助。,,
曲靖,云南,提取,既提又贷,支持,取消提取后申请贷款须间隔1个月的规定，缴存人及配偶提取住房公积金后可立即申请贷款，且提取金额不影响贷款额度；云南省级文件亦明确全面支持“又提又贷”。,,
曲靖,云南,提取,首付直付,支持,曲住金归字〔2024〕1号长期执行：所购为市内新建商品住房且楼盘已在中心备案的，每套住房可提取一次账户余额支付首付款，提取额不超首付款金额。,,
曲靖,云南,提取,代际互助,支持,阶段性实施“代际互助”购房提取：缴存人父母、子女购买自住住房，缴存人可自愿提取本人账户余额支持，提取人范围扩大至产权人父母及子女。,,
曲靖,云南,提取,按月冲还商贷,支持,曲靖公积金自2023年8月起将商贷提取由“一年最多两次”放宽至每月可申请提取一次，缴存职工可通过“曲靖住房公积金”微信公众号零材料办理偿还商贷后续提取，累计提取不超过贷款本息。,,
曲靖,云南,提取,物业费提取,支持,缴存职工可凭产权登记人为本人或配偶的自住住房产权证明，申请提取公积金支付2026年度自住住房物业管理费，一套住房一个自然年度内仅限申请一次。提取限额参照曲发改价格〔2011〕40号按2元/平方米/月核定，即提取总额≤房屋建筑面积×2元/平方米/月×12月。需提供本人或配偶名下产权证明。属阶段性政策，有效期至2026年12月31日。,,
曲靖,云南,提取,住房装修提取,支持,缴存职工本人或配偶对曲靖市行政区域内自有自住住房实施装修的，可凭初次登记日期2018年1月1日（含）之后的《不动产权证》或《商品房买卖合同登记备案表》，申请一次性提取公积金支付装修费用。提取限额按1500元/平方米核定，单套最高不超20万元，即提取总额≤建筑面积×1500元且≤200000元。属阶段性政策，有效期至2026年12月31日。,,
曲靖,云南,缴存-灵活就业,有条件支持,须在曲靖市辖区内缴纳社会保险，且男性18-55周岁、女性18-50周岁,曲靖市灵活就业人员住房公积金开户及缴存指南；市住房公积金管理中心关于灵活就业人员缴存答复函,https://www.qjzfgjj.com/cms/ywzngjjjc/5368.jhtml,
曲靖,云南,缴存-缓缴,支持,单位缴存困难可申请缓缴,曲靖市单位住房公积金缓缴办事指南,https://www.qjzfgjj.com/cms/ywzngjjjc/5351.jhtml,
丽江,云南,贷款,单双职工额度差异,支持,双缴存最高100万、单缴存最高60万,https://szb.lijiang.cn/pc/concent/202503/31/c86563.html,政府网站
丽江,云南,贷款,首套二套额度差异,不支持,首套与二套最高额度相同、仅首付比例不同,https://szb.lijiang.cn/pc/concent/202503/31/c86563.html,政府网站
